,Unid. da Federação,Renda per capita,Tem telefone móvel celular,Para acessar à Internet utiliza-se telefone celular,Tem microcomputador,Para acessar à Internet utiliza-se microcomputador,Tem tablet,Para acessar à Internet utiliza-se tablet,Tem acesso à Internet no próprio domicilio,O acesso à Internet é feito através de sinal de rede celular 3G ou 4G,O acesso à Internet é feito através de conexão discada por linha telefônica,O acesso à Internet é feito por banda larga
71933,MG,600.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Não,Sim
71937,MG,512.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Não,Sim
71938,MG,1563.0,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim
71943,MG,546.0,Sim,Sim,Sim,Não,Sim,Não,Sim,Sim,Não,Sim
71946,MG,5000.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Não,Sim
71948,MG,500.0,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim
71954,MG,2669.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Não,Sim
71955,MG,744.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Não,Sim
71974,MG,8000.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Não,Sim
71975,MG,1433.0,Sim,Sim,Não,Não,Não,Não,Sim,Não,Não,Sim
71979,MG,712.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Não,Sim
71984,MG,494.0,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim
71985,MG,602.0,Sim,Sim,Não,Não,Não,Não,Sim,Sim,Não,Sim
71987,MG,831.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Não,Sim
71990,MG,3000.0,Sim,Sim,Sim,Não,Sim,Não,Sim,Sim,Não,Não
71992,MG,1196.0,Sim,Sim,Não,Não,Não,Não,Sim,Sim,Não,Não
71993,MG,884.0,Sim,Sim,Não,Não,Não,Não,Sim,Sim,Não,Não
72010,MG,525.0,Sim,Sim,Não,Não,Não,Não,Sim,Sim,Não,Não
72011,MG,301.0,Sim,Sim,Não,Não,Não,Não,Sim,Sim,Não,Não
72012,MG,283.0,Sim,Sim,Não,Não,Não,Não,Sim,Sim,Não,Não
72014,MG,1300.0,Sim,Não,Sim,Sim,Não,Não,Sim,Não,Não,Sim
72015,MG,256.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Não,Sim
72017,MG,195.0,Sim,Sim,Não,Não,Não,Não,Sim,Sim,Não,Não
72018,MG,922.0,Sim,Sim,Não,Não,Não,Não,Sim,Não,Não,Sim
72020,MG,788.0,Sim,Não,Sim,Sim,Não,Não,Sim,Não,Não,Sim
72022,MG,658.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Não,Sim
72023,MG,350.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Não,Sim
72025,MG,975.0,Sim,Sim,Não,Não,Não,Não,Sim,Sim,Não,Não
72028,MG,566.0,Sim,Sim,Não,Não,Não,Não,Sim,Não,Não,Sim
72029,MG,988.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Não,Sim
72030,MG,37.0,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Não,Sim
72034,MG,197.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Não,Não
72038,MG,237.0,Sim,Sim,Não,Não,Sim,Não,Sim,Sim,Não,Não
72039,MG,350.0,Sim,Sim,Não,Não,Não,Não,Sim,Sim,Não,Não
72045,MG,347.0,Sim,Sim,Não,Não,Não,Não,Sim,Sim,Não,Não
72050,MG,719.0,Sim,Sim,Não,Não,Não,Não,Sim,Sim,Não,Não
72053,MG,862.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Não,Sim
72055,MG,4500.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Não,Sim
72058,MG,3862.0,Sim,Sim,Não,Não,Não,Não,Sim,Sim,Não,Não
72065,MG,1100.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Não,Sim
72068,MG,1437.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Não,Sim
72069,MG,412.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Não,Sim
72072,MG,466.0,Sim,Sim,Não,Não,Não,Não,Sim,Sim,Não,Não
72073,MG,3458.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Não,Sim
72075,MG,1022.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Não,Não
72076,MG,362.0,Sim,Sim,Sim,Não,Não,Não,Sim,Sim,Não,Não
72079,MG,371.0,Sim,Sim,Sim,Não,Não,Não,Sim,Sim,Não,Não
72081,MG,975.0,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim
72082,MG,446.0,Sim,Sim,Não,Não,Não,Não,Sim,Sim,Não,Não
72084,MG,733.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Não,Sim
72085,MG,6000.0,Sim,Sim,Não,Não,Não,Não,Sim,Sim,Não,Não
72087,MG,633.0,Sim,Sim,Não,Não,Não,Não,Sim,Sim,Não,Não
72088,MG,2600.0,Sim,Não,Sim,Sim,Não,Não,Sim,Sim,Não,Não
72089,MG,370.0,Sim,Sim,Não,Não,Não,Não,Sim,Não,Não,Sim
72092,MG,625.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Não,Sim
72094,MG,617.0,Sim,Sim,Sim,Não,Não,Não,Sim,Sim,Não,Não
72095,MG,525.0,Sim,Sim,Não,Não,Não,Não,Sim,Sim,Não,Sim
72097,MG,552.0,Sim,Sim,Não,Não,Não,Não,Sim,Sim,Não,Não
72100,MG,1000.0,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim
72101,MG,1129.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Não,Sim
72103,MG,825.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Não,Sim
72104,MG,1500.0,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim
72105,MG,1050.0,Sim,Sim,Sim,Não,Não,Não,Sim,Sim,Não,Não
72106,MG,1331.0,Sim,Sim,Sim,Não,Sim,Não,Sim,Sim,Não,Não
72108,MG,729.0,Sim,Sim,Não,Não,Não,Não,Sim,Não,Não,Sim
72110,MG,1780.0,Sim,Sim,Não,Não,Não,Não,Sim,Sim,Não,Não
72111,MG,1225.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Não,Sim
72112,MG,697.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Não,Sim
72113,MG,462.0,Sim,Sim,Não,Não,Não,Não,Sim,Sim,Não,Não
72116,MG,1200.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Não,Sim
72117,MG,2647.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Não,Sim
72118,MG,300.0,Sim,Sim,Não,Não,Não,Não,Sim,Sim,Não,Não
72119,MG,994.0,Sim,Sim,Não,Não,Não,Não,Sim,Sim,Não,Não
72120,MG,766.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Não,Sim
72122,MG,644.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Não,Sim
72124,MG,300.0,Sim,Sim,Sim,Não,Não,Não,Sim,Sim,Não,Não
72125,MG,600.0,Sim,Sim,Não,Não,Não,Não,Sim,Sim,Não,Não
72126,MG,1062.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Não,Sim
72129,MG,157.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Não,Sim
72131,MG,350.0,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim
72132,MG,929.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Não,Sim
72133,MG,797.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Não,Sim
72134,MG,1800.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Não,Sim
72136,MG,474.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Não,Sim
72138,MG,7894.0,Sim,Não,Sim,Sim,Não,Não,Sim,Não,Não,Sim
72139,MG,2582.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Não,Sim
72140,MG,5300.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Não,Sim
72141,MG,2862.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Não,Não
72142,MG,844.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Não,Não
72146,MG,3788.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Sim,Não
72147,MG,2750.0,Sim,Sim,Sim,Sim,Sim,Não,Sim,Sim,Sim,Não
72148,MG,6900.0,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim
72154,MG,894.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Não,Não
72156,MG,607.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Não,Não
72163,MG,408.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Não,Não
72165,MG,340.0,Sim,Sim,Não,Não,Não,Não,Sim,Sim,Não,Não
72166,MG,240.0,Sim,Sim,Não,Não,Não,Não,Sim,Sim,Não,Não
72167,MG,450.0,Sim,Sim,Não,Não,Não,Não,Sim,Sim,Não,Não
72169,MG,907.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Sim,Não
72170,MG,844.0,Sim,Sim,Não,Não,Não,Não,Sim,Sim,Não,Não
72173,MG,600.0,Sim,Sim,Não,Não,Sim,Não,Sim,Sim,Não,Não
72174,MG,394.0,Sim,Sim,Não,Não,Não,Não,Sim,Sim,Não,Não
72175,MG,797.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Sim,Não
72178,MG,562.0,Sim,Sim,Não,Não,Não,Não,Sim,Sim,Não,Não
72179,MG,8200.0,Sim,Sim,Não,Não,Sim,Não,Sim,Sim,Não,Não
72180,MG,1833.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Não,Sim
72181,MG,525.0,Sim,Sim,Não,Não,Não,Não,Sim,Sim,Não,Não
72182,MG,816.0,Sim,Sim,Não,Não,Não,Não,Sim,Sim,Não,Não
72183,MG,2200.0,Sim,Sim,Não,Não,Não,Não,Sim,Sim,Sim,Não
72188,MG,2894.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Sim,Não
72189,MG,555.0,Sim,Sim,Sim,Não,Não,Não,Sim,Sim,Não,Não
72191,MG,480.0,Sim,Sim,Não,Não,Não,Não,Sim,Sim,Não,Não
72198,MG,433.0,Sim,Sim,Não,Não,Não,Não,Sim,Sim,Não,Não
72206,MG,1182.0,Sim,Sim,Não,Não,Não,Não,Sim,Sim,Não,Não
72207,MG,740.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Não,Sim
72209,MG,500.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Não,Sim
72213,MG,232.0,Sim,Sim,Não,Não,Não,Não,Sim,Sim,Não,Não
72214,MG,333.0,Sim,Sim,Sim,Não,Não,Não,Sim,Sim,Não,Não
72215,MG,788.0,Sim,Sim,Não,Não,Não,Não,Sim,Sim,Não,Não
72216,MG,768.0,Sim,Sim,Não,Não,Não,Não,Sim,Sim,Não,Não
72237,MG,15000.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Não,Sim
72238,MG,762.0,Sim,Não,Sim,Sim,Não,Não,Sim,Não,Não,Sim
72239,MG,1237.0,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim
72240,MG,850.0,Sim,Não,Sim,Sim,Não,Não,Sim,Não,Não,Sim
72243,MG,1625.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Não,Sim
72244,MG,1166.0,Sim,Sim,Não,Não,Não,Não,Sim,Sim,Não,Não
72245,MG,8040.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Não,Sim
72246,MG,1533.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Não,Sim
72248,MG,1910.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Não,Sim
72250,MG,2894.0,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim
72251,MG,996.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Não,Sim
72252,MG,1000.0,Sim,Não,Sim,Sim,Não,Não,Sim,Não,Não,Sim
72253,MG,333.0,Sim,Sim,Sim,Sim,Sim,Não,Sim,Não,Não,Sim
72255,MG,1196.0,Sim,Sim,Sim,Sim,Sim,Não,Sim,Não,Não,Sim
72257,MG,1894.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Não,Sim
72258,MG,891.0,Sim,Sim,Não,Não,Sim,Sim,Sim,Sim,Não,Não
72259,MG,240.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Não,Não
72260,MG,2058.0,Sim,Não,Sim,Sim,Não,Não,Sim,Não,Não,Sim
72262,MG,1500.0,Sim,Não,Sim,Sim,Não,Não,Sim,Não,Não,Sim
72265,MG,1384.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Não,Sim
72268,MG,7500.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Não,Sim
72269,MG,1100.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Não,Sim
72270,MG,1770.0,Sim,Não,Sim,Sim,Não,Não,Sim,Não,Não,Sim
72271,MG,1199.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Não,Sim
72273,MG,9154.0,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Não,Sim
72275,MG,1375.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Não,Sim
72277,MG,1218.0,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim
72278,MG,1600.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Não,Sim
72281,MG,300.0,Sim,Sim,Sim,Não,Não,Não,Sim,Sim,Não,Não
72282,MG,4098.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Não,Não
72284,MG,1400.0,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim
72286,MG,402.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Não,Sim
72288,MG,797.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Não,Sim
72289,MG,466.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Não,Sim
72292,MG,788.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Não,Sim
72294,MG,394.0,Sim,Sim,Não,Não,Não,Não,Sim,Sim,Não,Não
72296,MG,839.0,Sim,Não,Sim,Sim,Não,Não,Sim,Não,Não,Sim
72298,MG,1255.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Não,Sim
72312,MG,1600.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Não,Sim
72313,MG,250.0,Sim,Sim,Sim,Sim,Sim,Não,Sim,Não,Não,Sim
72314,MG,1058.0,Sim,Sim,Não,Não,Não,Não,Sim,Não,Não,Sim
72316,MG,1269.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Não,Sim
72319,MG,867.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Sim,Não
72322,MG,278.0,Sim,Não,Sim,Sim,Não,Não,Sim,Não,Sim,Não
72323,MG,3000.0,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim
72324,MG,10000.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Não,Sim
72326,MG,5000.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Não,Sim
72327,MG,2800.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Não,Sim
72329,MG,5700.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Não,Sim
72330,MG,597.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Não,Sim
72331,MG,1869.0,Sim,Não,Sim,Sim,Não,Não,Sim,Não,Sim,Não
72332,MG,2000.0,Sim,Não,Sim,Sim,Não,Não,Sim,Não,Sim,Não
72334,MG,1250.0,Sim,Não,Sim,Sim,Não,Não,Sim,Não,Sim,Não
72335,MG,3400.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Não,Sim
72338,MG,594.0,Sim,Sim,Sim,Não,Não,Não,Sim,Sim,Não,Não
72339,MG,1829.0,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim
72344,MG,1369.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Sim,Sim
72346,MG,675.0,Sim,Sim,Não,Não,Não,Não,Sim,Sim,Não,Não
72347,MG,2400.0,Sim,Não,Sim,Sim,Não,Não,Sim,Não,Não,Sim
72348,MG,372.0,Sim,Não,Sim,Sim,Sim,Não,Sim,Não,Não,Sim
72349,MG,169.0,Sim,Sim,Não,Não,Não,Não,Sim,Sim,Não,Não
72352,MG,1250.0,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim
72353,MG,869.0,Sim,Sim,Não,Não,Não,Não,Sim,Sim,Não,Não
72357,MG,900.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Não,Sim
72359,MG,762.0,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Não,Sim
72360,MG,2700.0,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim
72394,MG,4200.0,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim
72397,MG,2133.0,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim
72399,MG,3833.0,Sim,Sim,Sim,Sim,Sim,Não,Sim,Não,Não,Sim
72400,MG,628.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Não,Sim
72401,MG,394.0,Sim,Sim,Não,Não,Não,Não,Sim,Sim,Não,Não
72404,MG,2155.0,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim
72405,MG,4200.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Não,Sim
72408,MG,1725.0,Sim,Sim,Não,Não,Não,Não,Sim,Sim,Não,Não
72409,MG,520.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Não,Sim
72411,MG,650.0,Sim,Sim,Não,Não,Não,Não,Sim,Não,Não,Sim
72412,MG,662.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Não,Sim
72418,MG,514.0,Sim,Não,Sim,Sim,Não,Não,Sim,Não,Não,Sim
72419,MG,1500.0,Sim,Não,Sim,Sim,Não,Não,Sim,Não,Não,Sim
72421,MG,494.0,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim
72422,MG,962.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Não,Sim
72423,MG,13000.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Não,Sim
72426,MG,485.0,Sim,Sim,Não,Não,Não,Não,Sim,Não,Não,Sim
72428,MG,729.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Não,Sim
72433,MG,309.0,Sim,Sim,Não,Não,Não,Não,Sim,Sim,Não,Não
72434,MG,644.0,Sim,Sim,Não,Não,Não,Não,Sim,Sim,Não,Não
72467,MG,514.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Não,Não
72469,MG,929.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Não,Não
72470,MG,1700.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Não,Sim
72472,MG,525.0,Sim,Sim,Sim,Não,Não,Não,Sim,Sim,Não,Não
72473,MG,233.0,Sim,Sim,Sim,Não,Sim,Não,Sim,Sim,Não,Não
72475,MG,1000.0,Sim,Sim,Não,Não,Sim,Não,Sim,Não,Não,Sim
72478,MG,475.0,Sim,Sim,Sim,Não,Sim,Não,Sim,Sim,Não,Não
72480,MG,364.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Não,Sim
72482,MG,420.0,Sim,Sim,Não,Não,Não,Não,Sim,Sim,Não,Não
72486,MG,651.0,Sim,Não,Sim,Sim,Não,Não,Sim,Não,Não,Sim
72489,MG,510.0,Sim,Sim,Não,Não,Não,Não,Sim,Sim,Não,Não
72490,MG,10000.0,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim
72492,MG,1125.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Não,Sim
72495,MG,820.0,Sim,Sim,Sim,Não,Não,Não,Sim,Sim,Não,Não
72496,MG,560.0,Sim,Sim,Não,Não,Não,Não,Sim,Sim,Não,Não
72498,MG,675.0,Sim,Sim,Não,Não,Não,Não,Sim,Sim,Não,Não
72502,MG,800.0,Sim,Sim,Sim,Não,Não,Não,Sim,Sim,Não,Não
72504,MG,1775.0,Sim,Sim,Sim,Não,Não,Não,Sim,Sim,Não,Não
72509,MG,7260.0,Sim,Não,Sim,Sim,Não,Não,Sim,Não,Não,Sim
72510,MG,2933.0,Sim,Não,Sim,Sim,Não,Não,Sim,Não,Não,Sim
72511,MG,8000.0,Sim,Não,Sim,Sim,Não,Não,Sim,Não,Não,Sim
72512,MG,10119.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Não,Sim
72514,MG,1664.0,Sim,Não,Sim,Sim,Não,Não,Sim,Não,Não,Sim
72515,MG,20288.0,Sim,Não,Sim,Sim,Não,Não,Sim,Não,Não,Sim
72516,MG,7750.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Não,Sim
72517,MG,3405.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Não,Sim
72518,MG,4750.0,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim
72520,MG,9200.0,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim
72522,MG,6000.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Não,Sim
72523,MG,1933.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Não,Sim
72524,MG,762.0,Sim,Sim,Não,Não,Não,Não,Sim,Sim,Não,Sim
72525,MG,2120.0,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim
72526,MG,1673.0,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim
72529,MG,1576.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Não,Sim
72531,MG,4300.0,Sim,Sim,Sim,Não,Não,Não,Sim,Sim,Não,Não
72532,MG,1275.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Não,Sim
72533,MG,2500.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Não,Sim
72534,MG,998.0,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim
72535,MG,1540.0,Sim,Sim,Não,Não,Não,Não,Sim,Sim,Não,Não
72536,MG,3644.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Não,Sim
72539,MG,6833.0,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim
72542,MG,9694.0,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim
72544,MG,1400.0,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim
72545,MG,2450.0,Sim,Sim,Sim,Não,Sim,Não,Sim,Sim,Não,Sim
72546,MG,2500.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Não,Sim
72548,MG,1300.0,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim
72549,MG,5625.0,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim
72550,MG,3415.0,Sim,Não,Sim,Sim,Não,Não,Sim,Não,Não,Sim
72552,MG,7000.0,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim
72553,MG,1650.0,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim
72555,MG,2372.0,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim
72556,MG,15200.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Não,Sim
72558,MG,2666.0,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim
72561,MG,575.0,Sim,Não,Sim,Sim,Não,Não,Sim,Não,Não,Sim
72563,MG,1692.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Não,Sim
72565,MG,1000.0,Sim,Não,Sim,Sim,Não,Não,Sim,Não,Não,Sim
72568,MG,5700.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Não,Sim
72569,MG,0.0,Sim,Sim,Sim,Sim,Sim,Não,Sim,Sim,Não,Sim
72570,MG,2400.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Não,Sim
72571,MG,13500.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Não,Sim
72572,MG,2645.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Não,Sim
72574,MG,1575.0,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim
72575,MG,1700.0,Sim,Não,Sim,Sim,Não,Não,Sim,Não,Não,Sim
72576,MG,2233.0,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim
72578,MG,657.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Não,Sim
72579,MG,4650.0,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim
72580,MG,2003.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Não,Sim
72582,MG,1297.0,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim
72584,MG,429.0,Sim,Sim,Não,Não,Não,Não,Sim,Não,Não,Sim
72585,MG,941.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Não,Não
72586,MG,4056.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Não,Sim
72587,MG,1850.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Não,Sim
72588,MG,905.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Não,Sim
72590,MG,2625.0,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim
72591,MG,4013.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Não,Sim
72593,MG,2450.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Não,Sim
72596,MG,2200.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Não,Não
72597,MG,1206.0,Sim,Sim,Sim,Sim,Sim,Não,Sim,Sim,Não,Sim
72598,MG,3833.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Não,Sim
72599,MG,1503.0,Sim,Não,Sim,Sim,Não,Não,Sim,Não,Não,Sim
72600,MG,1290.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Não,Sim
72602,MG,4250.0,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim
72603,MG,3105.0,Sim,Não,Sim,Sim,Não,Não,Sim,Não,Não,Sim
72604,MG,638.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Não,Sim
72606,MG,1644.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Não,Sim
72607,MG,1600.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Não,Sim
72610,MG,308.0,Sim,Sim,Não,Não,Não,Não,Sim,Sim,Não,Não
72612,MG,766.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Não,Sim
72613,MG,1300.0,Sim,Sim,Não,Não,Não,Não,Sim,Sim,Não,Não
72614,MG,1370.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Não,Sim
