,Unid. da Federação,Renda per capita,Tem telefone móvel celular,Para acessar à Internet utiliza-se telefone celular,Tem microcomputador,Para acessar à Internet utiliza-se microcomputador,Tem tablet,Para acessar à Internet utiliza-se tablet,Tem acesso à Internet no próprio domicilio,O acesso à Internet é feito através de sinal de rede celular 3G ou 4G,O acesso à Internet é feito através de conexão discada por linha telefônica,O acesso à Internet é feito por banda larga
93343,SP,1333.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Sim,Sim
93344,SP,12500.0,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim
93345,SP,4700.0,Sim,Não,Sim,Sim,Não,Não,Sim,Sim,Não,Sim
93346,SP,5250.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Não,Sim
93348,SP,8750.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Não,Sim
93350,SP,3500.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Não,Sim
93352,SP,5000.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Não,Sim
93353,SP,3000.0,Sim,Não,Sim,Sim,Não,Não,Sim,Sim,Não,Sim
93354,SP,788.0,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim
93355,SP,6000.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Não,Sim
93357,SP,5000.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Não,Sim
93358,SP,3100.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Não,Sim
93359,SP,3333.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Não,Sim
93360,SP,1400.0,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim
93362,SP,788.0,Não,Não,Sim,Sim,Não,Não,Sim,Não,Não,Sim
93363,SP,1858.0,Sim,Sim,Não,Não,Não,Não,Sim,Sim,Não,Sim
93364,SP,666.0,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim
93367,SP,1350.0,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim
93369,SP,20.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Não,Sim
93371,SP,2144.0,Sim,Sim,Sim,Não,Não,Não,Sim,Sim,Não,Sim
93373,SP,1466.0,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim
93374,SP,2162.0,Sim,Sim,Sim,Sim,Sim,Não,Sim,Sim,Não,Sim
93375,SP,400.0,Sim,Sim,Sim,Sim,Sim,Não,Sim,Sim,Sim,Não
93382,SP,753.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Não,Sim
93383,SP,3166.0,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim
93384,SP,397.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Não,Sim
93386,SP,540.0,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim
93392,SP,804.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Não,Sim
93395,SP,452.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Não,Sim
93396,SP,1503.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Não,Sim
93397,SP,8.0,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim
93398,SP,1000.0,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim
93402,SP,487.0,Sim,Sim,Sim,Sim,Sim,Não,Sim,Não,Não,Sim
93404,SP,1312.0,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim
93406,SP,1274.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Não,Sim
93407,SP,1124.0,Sim,Não,Sim,Sim,Não,Não,Sim,Não,Sim,Não
93408,SP,525.0,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim
93410,SP,1400.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Não,Sim
93411,SP,796.0,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim
93414,SP,0.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Não,Sim
93415,SP,4766.0,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim
93416,SP,1500.0,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim
93417,SP,2497.0,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim
93419,SP,1025.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Não,Sim
93420,SP,700.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Não,Sim
93421,SP,1066.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Não,Sim
93422,SP,567.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Não,Sim
93424,SP,1650.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Não,Sim
93425,SP,1666.0,Sim,Não,Sim,Sim,Sim,Não,Sim,Não,Não,Sim
93426,SP,3000.0,Sim,Não,Sim,Sim,Não,Não,Sim,Sim,Não,Sim
93429,SP,2294.0,Sim,Não,Sim,Sim,Não,Não,Sim,Sim,Não,Sim
93430,SP,937.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Não,Sim
93431,SP,394.0,Sim,Sim,Não,Não,Não,Não,Sim,Sim,Não,Não
93432,SP,775.0,Sim,Não,Sim,Sim,Não,Não,Sim,Não,Não,Sim
93433,SP,2562.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Não,Sim
93434,SP,1500.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Não,Sim
93435,SP,1025.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Não,Sim
93436,SP,1566.0,Sim,Não,Sim,Sim,Não,Não,Sim,Sim,Não,Não
93437,SP,1844.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Sim,Sim
93438,SP,738.0,Sim,Sim,Sim,Não,Não,Não,Sim,Sim,Não,Não
93439,SP,2036.0,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não
93441,SP,1644.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Sim,Sim
93442,SP,1250.0,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não
93445,SP,900.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Não,Sim
93447,SP,1425.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Não,Sim
93448,SP,650.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Não,Sim
93449,SP,1359.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Não,Não
93450,SP,1500.0,Sim,Não,Sim,Sim,Não,Não,Sim,Não,Não,Sim
93452,SP,757.0,Sim,Sim,Não,Não,Não,Não,Sim,Sim,Não,Não
93454,SP,966.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Não,Sim
93455,SP,1766.0,Sim,Sim,Não,Não,Não,Não,Sim,Sim,Não,Não
93460,SP,333.0,Sim,Sim,Não,Não,Não,Não,Sim,Sim,Não,Não
93464,SP,748.0,Sim,Sim,Não,Não,Não,Não,Sim,Sim,Não,Não
93465,SP,750.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Não,Sim
93471,SP,1500.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Não,Sim
93480,SP,1750.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Não,Sim
93487,SP,600.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Não,Sim
93490,SP,1295.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Não,Sim
93493,SP,2250.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Não,Sim
93494,SP,262.0,Sim,Não,Sim,Sim,Não,Não,Sim,Sim,Não,Sim
93498,SP,1333.0,Sim,Sim,Sim,Sim,Sim,Não,Sim,Sim,Não,Sim
93499,SP,1050.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Não,Sim
93501,SP,676.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Não,Sim
93503,SP,996.0,Sim,Sim,Não,Não,Não,Não,Sim,Sim,Não,Não
93505,SP,1538.0,Sim,Sim,Não,Não,Não,Não,Sim,Sim,Não,Não
93508,SP,1800.0,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim
93509,SP,1450.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Não,Sim
93510,SP,1666.0,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim
93515,SP,1617.0,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim
93517,SP,862.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Não,Sim
93520,SP,3100.0,Sim,Não,Sim,Sim,Não,Não,Sim,Não,Não,Sim
93521,SP,1675.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Não,Sim
93523,SP,1625.0,Sim,Sim,Não,Não,Não,Não,Sim,Sim,Não,Não
93524,SP,750.0,Sim,Não,Sim,Sim,Não,Não,Sim,Sim,Não,Sim
93525,SP,3152.0,Não,Não,Sim,Sim,Não,Não,Sim,Não,Não,Sim
93526,SP,1200.0,Sim,Sim,Sim,Não,Não,Não,Sim,Sim,Não,Não
93527,SP,1329.0,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim
93528,SP,1316.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Não,Sim
93530,SP,1252.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Não,Sim
93532,SP,1090.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Não,Sim
93533,SP,592.0,Sim,Sim,Não,Não,Não,Não,Sim,Sim,Não,Não
93534,SP,1400.0,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim
93536,SP,312.0,Sim,Sim,Não,Não,Não,Não,Sim,Sim,Não,Não
93538,SP,2044.0,Sim,Não,Sim,Sim,Não,Não,Sim,Não,Não,Sim
93539,SP,342.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Não,Sim
93540,SP,680.0,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim
93542,SP,962.0,Sim,Sim,Sim,Sim,Sim,Não,Sim,Sim,Não,Sim
93543,SP,2800.0,Sim,Sim,Não,Não,Não,Não,Sim,Sim,Não,Sim
93544,SP,1012.0,Sim,Sim,Não,Não,Não,Não,Sim,Não,Não,Sim
93547,SP,1516.0,Sim,Sim,Não,Não,Não,Não,Sim,Não,Não,Sim
93549,SP,857.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Não,Sim
93551,SP,1197.0,Sim,Sim,Não,Não,Não,Não,Sim,Sim,Não,Não
93552,SP,1024.0,Sim,Sim,Não,Não,Não,Não,Sim,Sim,Não,Sim
93553,SP,1366.0,Sim,Sim,Não,Não,Não,Não,Sim,Não,Não,Sim
93555,SP,766.0,Sim,Não,Sim,Sim,Não,Não,Sim,Não,Não,Sim
93556,SP,1000.0,Sim,Sim,Não,Não,Sim,Sim,Sim,Não,Não,Sim
93558,SP,0.0,Sim,Sim,Sim,Não,Não,Não,Sim,Sim,Não,Não
93559,SP,3900.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Não,Sim
93561,SP,1250.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Não,Sim
93562,SP,5000.0,Sim,Sim,Não,Não,Não,Não,Sim,Sim,Não,Não
93564,SP,1500.0,Sim,Sim,Não,Não,Não,Não,Sim,Sim,Não,Não
93565,SP,9090.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Não,Sim
93571,SP,4250.0,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim
93573,SP,500.0,Sim,Sim,Sim,Não,Sim,Sim,Sim,Sim,Não,Não
93574,SP,2294.0,Sim,Não,Sim,Sim,Não,Não,Sim,Não,Não,Sim
93577,SP,1500.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Não,Sim
93580,SP,1266.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Não,Sim
93582,SP,500.0,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim
93585,SP,800.0,Sim,Sim,Não,Não,Sim,Sim,Sim,Sim,Não,Não
93587,SP,3300.0,Sim,Sim,Sim,Sim,Sim,Não,Sim,Sim,Não,Sim
93588,SP,3800.0,Sim,Sim,Não,Não,Não,Não,Sim,Sim,Não,Sim
93589,SP,2580.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Não,Sim
93591,SP,5566.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Não,Sim
93593,SP,2450.0,Sim,Não,Sim,Sim,Não,Não,Sim,Não,Não,Sim
93594,SP,1878.0,Sim,Não,Sim,Sim,Não,Não,Sim,Não,Não,Sim
93595,SP,2900.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Não,Sim
93596,SP,5875.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Não,Sim
93597,SP,1900.0,Sim,Não,Sim,Sim,Sim,Não,Sim,Não,Não,Sim
93598,SP,740.0,Sim,Não,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim
93599,SP,883.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Não,Sim
93600,SP,1000.0,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim
93601,SP,1700.0,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim
93604,SP,795.0,Sim,Não,Sim,Sim,Não,Não,Sim,Sim,Não,Não
93605,SP,6000.0,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim
93606,SP,0.0,Sim,Não,Sim,Sim,Não,Não,Sim,Não,Não,Sim
93607,SP,14500.0,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim
93608,SP,933.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Não,Sim
93611,SP,2087.0,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim
93613,SP,1500.0,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim
93614,SP,1100.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Não,Sim
93615,SP,3000.0,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim
93616,SP,364.0,Sim,Sim,Não,Não,Não,Não,Sim,Sim,Não,Não
93617,SP,1825.0,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim
93618,SP,1916.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Não,Sim
93619,SP,597.0,Sim,Não,Sim,Sim,Não,Não,Sim,Não,Não,Sim
93620,SP,1066.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Não,Sim
93623,SP,8788.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Não,Sim
93624,SP,4750.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Não,Sim
93626,SP,600.0,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim
93629,SP,720.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Não,Sim
93631,SP,262.0,Sim,Sim,Não,Não,Não,Não,Sim,Sim,Não,Sim
93634,SP,2833.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Não,Sim
93636,SP,1117.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Não,Sim
93638,SP,1000.0,Sim,Sim,Não,Não,Não,Não,Sim,Sim,Não,Não
93639,SP,472.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Não,Sim
93640,SP,537.0,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim
93641,SP,500.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Não,Sim
93642,SP,3500.0,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim
93643,SP,1065.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Não,Sim
93651,SP,966.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Não,Sim
93652,SP,275.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Não,Sim
93654,SP,1250.0,Sim,Sim,Não,Não,Não,Não,Sim,Sim,Não,Sim
93655,SP,766.0,Sim,Sim,Sim,Não,Não,Não,Sim,Sim,Não,Sim
93656,SP,1450.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Não,Sim
93657,SP,733.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Não,Sim
93659,SP,2360.0,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim
93660,SP,10500.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Não,Sim
93664,SP,788.0,Sim,Sim,Não,Não,Sim,Não,Sim,Sim,Não,Não
93665,SP,1844.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Não,Sim
93666,SP,1750.0,Sim,Sim,Sim,Sim,Sim,Não,Sim,Sim,Não,Sim
93671,SP,2250.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Não,Sim
93673,SP,2275.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Não,Sim
93674,SP,1358.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Não,Não
93675,SP,2250.0,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim
93676,SP,4757.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Não,Sim
93677,SP,8000.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Não,Sim
93678,SP,1266.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Sim,Sim
93679,SP,2475.0,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim
93680,SP,1150.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Não,Não
93682,SP,2887.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Não,Sim
93683,SP,1250.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Não,Sim
93684,SP,4250.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Não,Sim
93686,SP,1600.0,Sim,Não,Sim,Sim,Não,Não,Sim,Não,Não,Sim
93687,SP,1375.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Sim,Sim
93688,SP,2656.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Não,Sim
93689,SP,1500.0,Sim,Sim,Não,Não,Sim,Sim,Sim,Não,Não,Sim
93690,SP,1300.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Não,Sim
93691,SP,400.0,Sim,Sim,Não,Não,Não,Não,Sim,Sim,Não,Não
93692,SP,875.0,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim
93693,SP,966.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Não,Sim
93695,SP,2022.0,Sim,Não,Sim,Sim,Não,Não,Sim,Sim,Não,Não
93700,SP,2000.0,Sim,Não,Sim,Sim,Não,Não,Sim,Não,Não,Sim
93701,SP,1025.0,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim
93703,SP,736.0,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim
93704,SP,777.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Não,Sim
93705,SP,1497.0,Sim,Não,Sim,Sim,Não,Não,Sim,Não,Não,Sim
93706,SP,1100.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Não,Sim
93707,SP,1133.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Não,Sim
93708,SP,895.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Não,Sim
93709,SP,1362.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Não,Sim
93712,SP,1096.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Não,Sim
93713,SP,1077.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Não,Sim
93715,SP,933.0,Sim,Sim,Sim,Não,Não,Não,Sim,Sim,Não,Sim
93716,SP,1266.0,Sim,Sim,Sim,Sim,Sim,Não,Sim,Não,Não,Sim
93719,SP,825.0,Sim,Sim,Sim,Sim,Sim,Não,Sim,Não,Não,Sim
93720,SP,666.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Não,Sim
93721,SP,480.0,Sim,Sim,Não,Não,Não,Não,Sim,Sim,Não,Não
93728,SP,1650.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Não,Sim
93730,SP,2000.0,Sim,Sim,Não,Não,Não,Não,Sim,Sim,Não,Não
93731,SP,2750.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Não,Sim
93732,SP,320.0,Sim,Sim,Não,Não,Não,Não,Sim,Sim,Não,Não
93734,SP,2233.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Não,Sim
93735,SP,1116.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Não,Sim
93736,SP,320.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Não,Sim
93740,SP,1600.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Não,Sim
93741,SP,437.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Não,Sim
93742,SP,740.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Não,Sim
93743,SP,2100.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Não,Sim
93750,SP,500.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Não,Sim
93754,SP,687.0,Sim,Sim,Não,Não,Não,Não,Sim,Sim,Não,Não
93765,SP,4000.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Não,Sim
93766,SP,1750.0,Sim,Sim,Não,Não,Não,Não,Sim,Sim,Não,Não
93774,SP,1662.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Não,Sim
93776,SP,1225.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Não,Sim
93777,SP,1550.0,Sim,Sim,Não,Não,Não,Não,Sim,Sim,Não,Não
93781,SP,1225.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Não,Sim
93782,SP,996.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Não,Sim
93784,SP,4850.0,Sim,Não,Sim,Sim,Não,Não,Sim,Não,Não,Sim
93787,SP,1666.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Não,Sim
93791,SP,929.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Não,Sim
93796,SP,1733.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Não,Sim
93805,SP,5050.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Não,Sim
93812,SP,788.0,Sim,Sim,Não,Não,Não,Não,Sim,Sim,Não,Não
93817,SP,650.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Não,Sim
93820,SP,1133.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Não,Sim
93821,SP,1300.0,Sim,Sim,Não,Não,Não,Não,Sim,Sim,Não,Sim
93822,SP,880.0,Sim,Sim,Não,Não,Não,Não,Sim,Sim,Não,Não
93823,SP,750.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Não,Sim
93824,SP,1450.0,Sim,Sim,Não,Não,Não,Não,Sim,Sim,Não,Não
93826,SP,1725.0,Sim,Sim,Não,Não,Não,Não,Sim,Sim,Não,Não
93831,SP,1222.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Não,Sim
93840,SP,1300.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Não,Sim
93850,SP,17.0,Sim,Sim,Não,Não,Não,Não,Sim,Sim,Não,Não
93851,SP,366.0,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim
93852,SP,788.0,Sim,Sim,Não,Não,Não,Não,Sim,Sim,Não,Não
93853,SP,1150.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Não,Sim
93854,SP,950.0,Sim,Não,Sim,Sim,Não,Não,Sim,Não,Não,Sim
93855,SP,650.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Não,Sim
93856,SP,516.0,Sim,Sim,Não,Não,Não,Não,Sim,Sim,Não,Não
93857,SP,829.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Não,Sim
93858,SP,833.0,Sim,Sim,Não,Não,Não,Não,Sim,Sim,Não,Não
93859,SP,500.0,Sim,Sim,Não,Não,Não,Não,Sim,Sim,Não,Não
93862,SP,619.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Sim,Não
93863,SP,772.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Não,Sim
93865,SP,1666.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Não,Sim
93866,SP,0.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Não,Sim
93870,SP,666.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Não,Sim
93873,SP,1000.0,Sim,Sim,Sim,Sim,Sim,Não,Sim,Sim,Não,Sim
93875,SP,1694.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Não,Sim
93877,SP,2133.0,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim
93878,SP,2550.0,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim
93882,SP,1025.0,Sim,Sim,Sim,Sim,Sim,Não,Sim,Sim,Não,Sim
93883,SP,606.0,Sim,Sim,Não,Não,Sim,Sim,Sim,Sim,Não,Não
93884,SP,729.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Não,Sim
93885,SP,575.0,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim
93889,SP,160.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Não,Sim
93890,SP,329.0,Sim,Sim,Não,Não,Não,Não,Sim,Sim,Não,Não
93892,SP,374.0,Sim,Sim,Não,Não,Não,Não,Sim,Sim,Não,Não
93894,SP,466.0,Sim,Sim,Sim,Não,Não,Não,Sim,Sim,Não,Não
93895,SP,833.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Não,Sim
93896,SP,788.0,Sim,Sim,Não,Não,Não,Não,Sim,Sim,Não,Sim
93897,SP,300.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Não,Sim
93899,SP,255.0,Sim,Sim,Não,Não,Não,Não,Sim,Sim,Não,Não
93905,SP,1225.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Não,Sim
93906,SP,733.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Sim,Sim
93907,SP,800.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Não,Sim
93908,SP,3000.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Não,Sim
93910,SP,1400.0,Sim,Sim,Sim,Não,Não,Não,Sim,Sim,Não,Não
93914,SP,125.0,Sim,Sim,Não,Não,Sim,Sim,Sim,Sim,Não,Não
93915,SP,350.0,Sim,Sim,Sim,Não,Não,Não,Sim,Sim,Não,Não
93921,SP,933.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Não,Sim
93924,SP,1200.0,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim
