,Unid. da Federação,Renda per capita,Tem telefone móvel celular,Para acessar à Internet utiliza-se telefone celular,Tem microcomputador,Para acessar à Internet utiliza-se microcomputador,Tem tablet,Para acessar à Internet utiliza-se tablet,Tem acesso à Internet no próprio domicilio,O acesso à Internet é feito através de sinal de rede celular 3G ou 4G,O acesso à Internet é feito através de conexão discada por linha telefônica,O acesso à Internet é feito por banda larga
65292,MG,923.0,Sim,Sim,Não,Não,Não,Não,Sim,Sim,Não,Não
65293,MG,323.0,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim,Sim
65303,MG,616.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Não,Sim
65313,MG,6950.0,Sim,Não,Sim,Sim,Não,Não,Sim,Não,Não,Sim
65322,MG,2800.0,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim
65326,MG,500.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Não,Sim
65330,MG,1466.0,Sim,Sim,Sim,Sim,Sim,Não,Sim,Sim,Não,Não
65331,MG,700.0,Sim,Não,Sim,Sim,Não,Não,Sim,Sim,Não,Não
65336,MG,1766.0,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim
65338,MG,1700.0,Sim,Sim,Não,Não,Não,Não,Sim,Sim,Não,Não
65343,MG,988.0,Sim,Sim,Sim,Não,Não,Não,Sim,Sim,Não,Não
65345,MG,350.0,Sim,Sim,Não,Não,Não,Não,Sim,Sim,Não,Não
65350,MG,581.0,Sim,Não,Sim,Sim,Não,Não,Sim,Não,Não,Sim
65356,MG,1196.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Não,Sim
65357,MG,525.0,Sim,Não,Sim,Sim,Não,Não,Sim,Não,Não,Sim
65360,MG,1000.0,Sim,Não,Não,Não,Sim,Sim,Sim,Sim,Não,Não
65361,MG,443.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Não,Não
65362,MG,853.0,Sim,Não,Sim,Sim,Sim,Não,Sim,Não,Não,Sim
65368,MG,889.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Não,Não
65369,MG,379.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Não,Sim
65371,MG,1126.0,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim
65373,MG,2050.0,Sim,Sim,Sim,Sim,Sim,Não,Sim,Não,Não,Sim
65376,MG,1149.0,Sim,Sim,Sim,Não,Não,Não,Sim,Sim,Não,Não
65378,MG,2012.0,Sim,Não,Não,Não,Sim,Sim,Sim,Sim,Não,Não
65386,MG,0.0,Sim,Não,Sim,Sim,Não,Não,Sim,Não,Não,Sim
65387,MG,500.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Não,Não
65405,MG,773.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Não,Sim
65406,MG,735.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Não,Sim
65415,MG,400.0,Sim,Sim,Não,Não,Não,Não,Sim,Sim,Não,Não
65424,MG,495.0,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim
65430,MG,6400.0,Sim,Não,Sim,Sim,Sim,Não,Sim,Não,Não,Sim
65435,MG,996.0,Sim,Sim,Não,Não,Não,Não,Sim,Sim,Não,Não
65440,MG,283.0,Sim,Sim,Não,Não,Não,Não,Sim,Sim,Não,Não
65445,MG,982.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Não,Sim
65457,MG,450.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Não,Não
65463,MG,400.0,Sim,Sim,Sim,Não,Não,Não,Sim,Sim,Não,Não
65468,MG,485.0,Sim,Não,Sim,Sim,Não,Não,Sim,Não,Não,Sim
65470,MG,1582.0,Sim,Não,Sim,Sim,Não,Não,Sim,Sim,Não,Sim
65473,MG,1474.0,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim
65474,MG,500.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Não,Sim
65479,MG,1708.0,Sim,Não,Sim,Sim,Não,Não,Sim,Não,Não,Sim
65481,MG,324.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Não,Sim
65483,MG,3500.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Não,Não
65491,MG,1530.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Não,Sim
65498,MG,450.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Não,Sim
65502,MG,0.0,Sim,Sim,Não,Não,Não,Não,Sim,Sim,Não,Não
65503,MG,1206.0,Sim,Não,Não,Não,Sim,Sim,Sim,Não,Não,Sim
65504,MG,1350.0,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim
65505,MG,504.0,Sim,Sim,Sim,Não,Não,Não,Sim,Sim,Não,Não
65511,MG,686.0,Sim,Sim,Não,Não,Não,Não,Sim,Não,Não,Sim
65514,MG,966.0,Sim,Sim,Sim,Não,Não,Não,Sim,Sim,Não,Não
65516,MG,3800.0,Sim,Não,Sim,Sim,Não,Não,Sim,Não,Não,Sim
65518,MG,1950.0,Sim,Não,Sim,Sim,Não,Não,Sim,Não,Não,Sim
65522,MG,993.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Não,Sim
65524,MG,481.0,Sim,Não,Sim,Sim,Não,Não,Sim,Não,Não,Sim
65525,MG,5600.0,Sim,Não,Sim,Sim,Não,Não,Sim,Não,Não,Sim
65544,MG,2062.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Não,Sim
65560,MG,204.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Sim,Não
65568,MG,409.0,Sim,Sim,Não,Não,Sim,Sim,Sim,Sim,Não,Não
65570,MG,241.0,Sim,Sim,Não,Não,Não,Não,Sim,Sim,Não,Não
65571,MG,510.0,Sim,Sim,Não,Não,Não,Não,Sim,Sim,Não,Não
65578,MG,1000.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Não,Sim
65583,MG,445.0,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim
65585,MG,541.0,Não,Não,Sim,Sim,Não,Não,Sim,Não,Não,Sim
65588,MG,936.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Não,Sim
65600,MG,1325.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Não,Sim
65602,MG,801.0,Sim,Não,Sim,Sim,Não,Não,Sim,Não,Não,Sim
65603,MG,4700.0,Sim,Não,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim
65610,MG,212.0,Sim,Não,Sim,Sim,Não,Não,Sim,Não,Não,Sim
65620,MG,864.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Não,Sim
65626,MG,1333.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Não,Sim
65630,MG,1256.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Não,Sim
65632,MG,764.0,Sim,Não,Sim,Sim,Não,Não,Sim,Não,Não,Sim
65634,MG,400.0,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim
65635,MG,870.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Não,Sim
65636,MG,1600.0,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim
65639,MG,1089.0,Sim,Não,Sim,Sim,Não,Não,Sim,Não,Não,Sim
65641,MG,1250.0,Sim,Sim,Não,Não,Não,Não,Sim,Sim,Não,Não
65643,MG,1006.0,Sim,Sim,Não,Não,Não,Não,Sim,Sim,Não,Não
65647,MG,381.0,Sim,Sim,Não,Não,Não,Não,Sim,Sim,Não,Sim
65649,MG,2975.0,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim
65650,MG,12000.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Não,Sim
65653,MG,5166.0,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim
65654,MG,3500.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Não,Sim
65655,MG,7800.0,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim
65659,MG,5687.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Não,Sim
65661,MG,4344.0,Sim,Sim,Não,Não,Não,Não,Sim,Não,Não,Sim
65662,MG,1999.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Não,Sim
65666,MG,2333.0,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim
65668,MG,6229.0,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim
65671,MG,779.0,Sim,Sim,Não,Não,Sim,Sim,Sim,Sim,Não,Sim
65672,MG,1067.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Não,Sim
65674,MG,3760.0,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim
65675,MG,2950.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Não,Sim
65677,MG,2000.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Não,Não
65681,MG,3087.0,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim
65682,MG,1883.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Não,Sim
65685,MG,3895.0,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim
65687,MG,8000.0,Sim,Não,Sim,Sim,Não,Não,Sim,Não,Não,Sim
65688,MG,15500.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Não,Sim
65690,MG,5000.0,Sim,Não,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim
65692,MG,1318.0,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim
65694,MG,1250.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Não,Sim
65696,MG,4500.0,Sim,Sim,Não,Não,Não,Não,Sim,Sim,Não,Não
65697,MG,925.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Não,Sim
65698,MG,5600.0,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim
65699,MG,2974.0,Sim,Não,Sim,Sim,Não,Não,Sim,Não,Não,Sim
65700,MG,3250.0,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim
65702,MG,6625.0,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim
65703,MG,5000.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Não,Sim
65708,MG,12500.0,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim
65712,MG,13000.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Não,Sim
65713,MG,331200.0,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim
65715,MG,9000.0,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim
65716,MG,2800.0,Sim,Não,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim
65718,MG,1524.0,Sim,Sim,Não,Não,Não,Não,Sim,Sim,Não,Não
65719,MG,314.0,Sim,Sim,Não,Não,Não,Não,Sim,Sim,Não,Não
65721,MG,504.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Não,Sim
65722,MG,633.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Não,Sim
65723,MG,481.0,Sim,Sim,Sim,Não,Não,Não,Sim,Sim,Não,Não
65724,MG,418.0,Sim,Sim,Sim,Não,Sim,Sim,Sim,Sim,Não,Não
65727,MG,341.0,Sim,Sim,Sim,Não,Não,Não,Sim,Sim,Não,Não
65728,MG,344.0,Sim,Sim,Não,Não,Não,Não,Sim,Sim,Não,Não
65729,MG,310.0,Sim,Sim,Não,Não,Não,Não,Sim,Sim,Não,Não
65730,MG,414.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Não,Sim
65731,MG,1400.0,Sim,Sim,Sim,Não,Não,Não,Sim,Sim,Não,Não
65736,MG,925.0,Sim,Não,Sim,Sim,Não,Não,Sim,Não,Não,Sim
65741,MG,3600.0,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim
65743,MG,6400.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Não,Não
65744,MG,12000.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Não,Sim
65746,MG,8100.0,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim
65747,MG,1200.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Não,Sim
65750,MG,2200.0,Sim,Não,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim
65753,MG,3600.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Não,Sim
65754,MG,562.0,Sim,Não,Sim,Sim,Não,Não,Sim,Não,Sim,Não
65760,MG,800.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Não,Sim
65763,MG,1086.0,Sim,Não,Sim,Sim,Não,Não,Sim,Não,Não,Sim
65764,MG,3699.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Não,Sim
65766,MG,5000.0,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim
65772,MG,1600.0,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim
65780,MG,4450.0,Sim,Sim,Não,Não,Não,Não,Sim,Sim,Não,Não
65781,MG,1650.0,Sim,Sim,Sim,Não,Não,Não,Sim,Sim,Não,Não
65783,MG,7833.0,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim
65786,MG,12700.0,Sim,Sim,Sim,Sim,Sim,Não,Sim,Sim,Não,Sim
65787,MG,12725.0,Sim,Não,Sim,Sim,Não,Não,Sim,Não,Não,Sim
65788,MG,8500.0,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim
65790,MG,7000.0,Sim,Não,Sim,Sim,Não,Não,Sim,Não,Não,Sim
65791,MG,4000.0,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim
65792,MG,6080.0,Sim,Sim,Sim,Sim,Sim,Não,Sim,Sim,Não,Sim
65793,MG,8433.0,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim
65798,MG,1950.0,Sim,Não,Sim,Sim,Não,Não,Sim,Não,Não,Sim
65807,MG,15000.0,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim
65808,MG,7500.0,Sim,Não,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim
65810,MG,4500.0,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim
65811,MG,5500.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Não,Sim
65815,MG,4650.0,Sim,Não,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim
65823,MG,7500.0,Sim,Sim,Não,Não,Não,Não,Sim,Sim,Não,Não
65825,MG,2720.0,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim
65827,MG,3800.0,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim
65831,MG,213.0,Sim,Sim,Não,Não,Sim,Não,Sim,Sim,Não,Não
65837,MG,2125.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Não,Sim
65840,MG,1150.0,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim
65841,MG,266.0,Sim,Sim,Não,Não,Não,Não,Sim,Sim,Não,Não
65843,MG,10500.0,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim
65844,MG,17500.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Não,Sim
65845,MG,2250.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Não,Sim
65847,MG,3750.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Não,Sim
65849,MG,10000.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Não,Sim
65851,MG,1350.0,Sim,Não,Sim,Sim,Não,Não,Sim,Não,Não,Sim
65852,MG,1939.0,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim
65854,MG,7000.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Não,Sim
65855,MG,3641.0,Sim,Não,Sim,Sim,Não,Não,Sim,Não,Não,Sim
65858,MG,2717.0,Sim,Sim,Sim,Sim,Sim,Não,Sim,Sim,Não,Sim
65861,MG,14250.0,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim
65862,MG,6000.0,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim
65863,MG,25000.0,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim
65864,MG,5375.0,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim
65865,MG,12720.0,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim
65867,MG,5000.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Não,Sim
65868,MG,3220.0,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim
65869,MG,8700.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Não,Sim
65872,MG,5600.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Não,Sim
65873,MG,6300.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Não,Sim
65878,MG,3200.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Não,Sim
65883,MG,2675.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Não,Sim
65886,MG,8750.0,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim
65888,MG,3250.0,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim
65889,MG,1900.0,Sim,Não,Sim,Sim,Não,Não,Sim,Não,Não,Sim
65891,MG,3280.0,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim
65895,MG,7250.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Não,Sim
65898,MG,16800.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Não,Sim
65902,MG,1000.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Não,Sim
65904,MG,6649.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Não,Sim
65906,MG,300.0,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim
65907,MG,3333.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Não,Sim
65908,MG,3741.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Não,Sim
65913,MG,1540.0,Sim,Sim,Não,Não,Sim,Sim,Sim,Sim,Não,Sim
65915,MG,4000.0,Sim,Não,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim
65917,MG,8441.0,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim
65918,MG,2850.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Não,Sim
65920,MG,2200.0,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim
65925,MG,4000.0,Sim,Não,Sim,Sim,Não,Não,Sim,Não,Não,Sim
65927,MG,3500.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Não,Sim
65930,MG,8666.0,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim
65932,MG,26554.0,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim
65933,MG,5845.0,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim
65934,MG,3000.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Não,Sim
65938,MG,2080.0,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim
65941,MG,7000.0,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim
65944,MG,6862.0,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim
65948,MG,666.0,Sim,Sim,Sim,Não,Sim,Sim,Sim,Sim,Não,Sim
65949,MG,950.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Não,Sim
65950,MG,737.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Não,Sim
65951,MG,525.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Não,Sim
65952,MG,1474.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Não,Sim
65953,MG,1950.0,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim
65956,MG,641.0,Sim,Sim,Não,Não,Não,Não,Sim,Sim,Não,Não
65960,MG,1666.0,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim
65961,MG,525.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Não,Sim
65962,MG,2250.0,Sim,Não,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim
65963,MG,3025.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Não,Sim
65965,MG,2440.0,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim
65966,MG,714.0,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim
65969,MG,3250.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Não,Sim
65971,MG,2170.0,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim
65974,MG,3333.0,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim
65976,MG,1000.0,Sim,Não,Sim,Sim,Não,Não,Sim,Não,Não,Sim
65977,MG,1391.0,Sim,Não,Sim,Sim,Não,Não,Sim,Não,Não,Sim
65978,MG,1625.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Não,Sim
65980,MG,2000.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Não,Sim
65982,MG,868.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Não,Sim
65986,MG,4000.0,Sim,Sim,Sim,Sim,Sim,Não,Sim,Sim,Não,Não
65991,MG,1391.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Não,Sim
65992,MG,881.0,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim
