,Unid. da Federação,Renda per capita,Tem telefone móvel celular,Para acessar à Internet utiliza-se telefone celular,Tem microcomputador,Para acessar à Internet utiliza-se microcomputador,Tem tablet,Para acessar à Internet utiliza-se tablet,Tem acesso à Internet no próprio domicilio,O acesso à Internet é feito através de sinal de rede celular 3G ou 4G,O acesso à Internet é feito através de conexão discada por linha telefônica,O acesso à Internet é feito por banda larga
77784,MG,315.0,Sim,Sim,Sim,Não,Não,Não,Sim,Sim,Não,Não
77787,MG,160.0,Sim,Sim,Sim,Não,Não,Não,Sim,Sim,Não,Não
77788,MG,481.0,Sim,Sim,Não,Não,Não,Não,Sim,Sim,Não,Não
77790,MG,250.0,Sim,Sim,Sim,Não,Não,Não,Sim,Sim,Não,Não
77794,MG,700.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Não,Sim
77796,MG,362.0,Sim,Não,Sim,Sim,Não,Não,Sim,Não,Não,Sim
77802,MG,452.0,Sim,Sim,Não,Não,Não,Não,Sim,Sim,Não,Não
77807,MG,3500.0,Sim,Não,Sim,Sim,Não,Não,Sim,Não,Não,Sim
77810,MG,608.0,Sim,Sim,Não,Não,Não,Não,Sim,Sim,Não,Não
77811,MG,1082.0,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim
77815,MG,5862.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Não,Sim
77825,MG,1633.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Não,Sim
77864,MG,1033.0,Sim,Não,Sim,Sim,Não,Não,Sim,Não,Não,Sim
77879,MG,2060.0,Sim,Não,Sim,Sim,Não,Não,Sim,Não,Não,Sim
77880,MG,1550.0,Sim,Não,Sim,Sim,Não,Não,Sim,Não,Não,Sim
77881,MG,808.0,Sim,Sim,Não,Não,Não,Não,Sim,Sim,Não,Não
77884,MG,1474.0,Sim,Não,Sim,Sim,Não,Não,Sim,Não,Não,Sim
77885,MG,733.0,Sim,Sim,Sim,Não,Sim,Sim,Sim,Sim,Não,Não
77887,MG,1016.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Não,Sim
77888,MG,1800.0,Sim,Sim,Não,Não,Não,Não,Sim,Sim,Não,Não
77891,MG,1366.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Não,Sim
77892,MG,6850.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Não,Sim
77894,MG,666.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Não,Sim
77897,MG,1265.0,Sim,Sim,Não,Não,Não,Não,Sim,Sim,Não,Não
77901,MG,663.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Não,Sim
77902,MG,1150.0,Sim,Sim,Não,Não,Não,Não,Sim,Sim,Não,Não
77907,MG,3024.0,Sim,Não,Sim,Sim,Não,Não,Sim,Não,Não,Sim
77909,MG,1300.0,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim
77913,MG,1737.0,Sim,Sim,Não,Não,Não,Não,Sim,Sim,Não,Não
77915,MG,4000.0,Sim,Não,Sim,Sim,Não,Não,Sim,Não,Não,Sim
77917,MG,520.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Não,Sim
77920,MG,2700.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Não,Não
77925,MG,1450.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Não,Sim
77926,MG,1550.0,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim
77927,MG,950.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Não,Sim
77928,MG,567.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Não,Sim
77933,MG,741.0,Sim,Sim,Não,Não,Não,Não,Sim,Sim,Não,Não
77935,MG,762.0,Sim,Sim,Não,Não,Não,Não,Sim,Sim,Não,Não
77939,MG,791.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Não,Sim
77943,MG,900.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Não,Sim
77951,MG,2000.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Não,Sim
77955,MG,1301.0,Sim,Não,Sim,Sim,Não,Não,Sim,Não,Não,Sim
77957,MG,1267.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Não,Sim
77958,MG,784.0,Sim,Não,Sim,Sim,Não,Não,Sim,Sim,Não,Não
77968,MG,750.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Não,Sim
77974,MG,486.0,Sim,Sim,Não,Não,Não,Não,Sim,Sim,Não,Não
77981,MG,340.0,Sim,Sim,Sim,Não,Não,Não,Sim,Sim,Não,Não
77988,MG,595.0,Sim,Sim,Sim,Não,Não,Não,Sim,Sim,Não,Não
77990,MG,181.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Não,Sim
77991,MG,2600.0,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim
77992,MG,1100.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Não,Não
78001,MG,144.0,Sim,Sim,Não,Não,Não,Não,Sim,Sim,Não,Não
78002,MG,459.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Não,Sim
78005,MG,1787.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Não,Sim
78009,MG,5000.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Não,Sim
78013,MG,1956.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Não,Sim
78024,MG,710.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Não,Sim
78037,MG,433.0,Sim,Não,Sim,Sim,Não,Não,Sim,Não,Não,Sim
78044,MG,1500.0,Sim,Não,Sim,Sim,Não,Não,Sim,Não,Não,Sim
78049,MG,680.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Não,Sim
78057,MG,2087.0,Sim,Não,Sim,Sim,Não,Não,Sim,Não,Não,Sim
78059,MG,1568.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Não,Sim
78060,MG,1374.0,Sim,Não,Sim,Sim,Não,Não,Sim,Não,Não,Sim
78061,MG,641.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Não,Sim
78062,MG,900.0,Sim,Sim,Não,Não,Não,Não,Sim,Sim,Não,Não
78064,MG,2833.0,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim
78066,MG,145.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Não,Não
78072,MG,350.0,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim
78076,MG,925.0,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não
78077,MG,7666.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Não,Sim
78082,MG,509.0,Sim,Sim,Sim,Não,Não,Não,Sim,Sim,Não,Não
78087,MG,9448.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Não,Sim
78089,MG,1869.0,Sim,Não,Sim,Sim,Não,Não,Sim,Não,Não,Sim
78090,MG,1590.0,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim
78091,MG,1162.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Não,Não
78099,MG,4600.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Não,Sim
78100,MG,300.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Não,Sim
78102,MG,1475.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Não,Sim
78104,MG,1750.0,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim
78108,MG,1150.0,Sim,Sim,Não,Não,Não,Não,Sim,Não,Não,Sim
78109,MG,3455.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Não,Sim
78115,MG,774.0,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim
78117,MG,1200.0,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim
78118,MG,1150.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Não,Sim
78121,MG,2741.0,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim
78132,MG,625.0,Sim,Sim,Não,Não,Não,Não,Sim,Sim,Não,Não
78137,MG,775.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Não,Não
78140,MG,1900.0,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim
78143,MG,2000.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Não,Sim
78144,MG,2493.0,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim
78145,MG,1950.0,Sim,Não,Sim,Sim,Não,Não,Sim,Não,Não,Sim
78147,MG,1050.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Não,Sim
78148,MG,1808.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Não,Sim
78151,MG,3375.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Não,Sim
78152,MG,1166.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Não,Sim
78156,MG,841.0,Sim,Não,Sim,Sim,Não,Não,Sim,Não,Não,Sim
78157,MG,1298.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Não,Sim
78158,MG,6700.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Não,Sim
78159,MG,5200.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Não,Sim
78161,MG,2500.0,Sim,Não,Sim,Sim,Não,Não,Sim,Não,Não,Sim
78162,MG,674.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Não,Sim
78163,MG,604.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Não,Sim
78167,MG,5000.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Não,Sim
78168,MG,826.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Não,Sim
78170,MG,350.0,Sim,Não,Sim,Sim,Não,Não,Sim,Não,Não,Sim
78171,MG,2100.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Não,Sim
78172,MG,2176.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Não,Sim
78174,MG,500.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Não,Sim
78175,MG,1650.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Não,Sim
78178,MG,1033.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Não,Sim
78179,MG,1350.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Não,Sim
78180,MG,1119.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Não,Não
78183,MG,1280.0,Sim,Sim,Não,Não,Sim,Sim,Sim,Sim,Não,Não
78185,MG,1200.0,Sim,Sim,Sim,Não,Não,Não,Sim,Sim,Não,Não
78190,MG,925.0,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim
78195,MG,525.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Não,Sim
78201,MG,1625.0,Sim,Sim,Não,Não,Não,Não,Sim,Não,Não,Sim
78208,MG,743.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Não,Sim
78211,MG,372.0,Sim,Sim,Sim,Não,Não,Não,Sim,Sim,Não,Não
78215,MG,1700.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Não,Sim
78216,MG,900.0,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim
78217,MG,250.0,Sim,Sim,Não,Não,Não,Não,Sim,Sim,Não,Não
78221,MG,763.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Não,Não
78225,MG,4000.0,Sim,Não,Sim,Sim,Não,Não,Sim,Não,Não,Sim
78226,MG,981.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Não,Sim
78228,MG,466.0,Sim,Sim,Não,Não,Não,Não,Sim,Sim,Não,Não
78232,MG,1126.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Não,Sim
78235,MG,2000.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Não,Sim
78236,MG,1100.0,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim
78237,MG,1000.0,Sim,Não,Não,Não,Sim,Sim,Sim,Não,Não,Sim
78241,MG,366.0,Sim,Sim,Não,Não,Não,Não,Sim,Sim,Não,Não
78242,MG,1681.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Não,Sim
78243,MG,275.0,Sim,Sim,Sim,Não,Não,Não,Sim,Sim,Não,Não
78249,MG,1574.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Não,Não
78250,MG,641.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Não,Não
78259,MG,2066.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Não,Sim
78262,MG,1250.0,Sim,Não,Sim,Sim,Não,Não,Sim,Sim,Não,Não
78263,MG,901.0,Sim,Sim,Não,Não,Sim,Não,Sim,Sim,Não,Não
78264,MG,1153.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Não,Sim
78269,MG,766.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Não,Sim
78272,MG,879.0,Sim,Sim,Sim,Sim,Sim,Não,Sim,Sim,Não,Não
78277,MG,2000.0,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim
78278,MG,2600.0,Sim,Não,Sim,Sim,Não,Não,Sim,Não,Não,Sim
78280,MG,2250.0,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim
78281,MG,1124.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Não,Sim
78282,MG,830.0,Sim,Não,Sim,Sim,Não,Não,Sim,Não,Não,Sim
78286,MG,517.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Não,Sim
78288,MG,2900.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Não,Sim
78289,MG,833.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Não,Sim
78290,MG,1050.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Não,Sim
78292,MG,600.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Não,Sim
78293,MG,1668.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Não,Sim
78296,MG,800.0,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim
78297,MG,2387.0,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim
78298,MG,1000.0,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim
78299,MG,3400.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Não,Sim
78304,MG,946.0,Sim,Sim,Não,Não,Não,Não,Sim,Sim,Não,Não
78305,MG,3500.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Não,Sim
78315,MG,7333.0,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim
78318,MG,2400.0,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim
78319,MG,5500.0,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim
78321,MG,8000.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Não,Sim
78323,MG,4850.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Não,Sim
78325,MG,4606.0,Sim,Não,Sim,Sim,Não,Não,Sim,Não,Não,Sim
78326,MG,3350.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Não,Sim
78327,MG,941.0,Sim,Sim,Não,Não,Não,Não,Sim,Sim,Não,Não
78330,MG,2750.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Não,Sim
78333,MG,1566.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Não,Sim
78335,MG,1333.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Não,Sim
78336,MG,675.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Não,Sim
78337,MG,733.0,Sim,Sim,Sim,Sim,Sim,Não,Sim,Sim,Não,Sim
78338,MG,533.0,Sim,Sim,Sim,Não,Sim,Sim,Sim,Sim,Não,Não
78339,MG,1100.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Não,Sim
78341,MG,908.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Não,Sim
78343,MG,1093.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Não,Sim
78346,MG,950.0,Sim,Não,Sim,Sim,Não,Não,Sim,Não,Não,Sim
78347,MG,1133.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Não,Sim
78348,MG,1060.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Não,Sim
78349,MG,1174.0,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim
78350,MG,636.0,Sim,Sim,Não,Não,Não,Não,Sim,Sim,Não,Não
78352,MG,750.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Não,Sim
78354,MG,240.0,Sim,Sim,Não,Não,Sim,Sim,Sim,Sim,Não,Não
78356,MG,1200.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Não,Sim
78357,MG,1500.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Não,Sim
78379,MG,625.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Não,Sim
78395,MG,1200.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Não,Sim
78398,MG,1481.0,Sim,Não,Sim,Sim,Não,Não,Sim,Não,Não,Sim
78399,MG,1000.0,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim
78400,MG,1762.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Não,Sim
78403,MG,543.0,Sim,Sim,Não,Não,Não,Não,Sim,Sim,Não,Não
78407,MG,336.0,Sim,Sim,Sim,Não,Não,Não,Sim,Sim,Não,Não
78408,MG,510.0,Sim,Sim,Não,Não,Não,Não,Sim,Sim,Não,Não
78410,MG,613.0,Sim,Não,Sim,Sim,Não,Não,Sim,Não,Não,Sim
78411,MG,866.0,Sim,Sim,Não,Não,Sim,Não,Sim,Sim,Não,Não
78412,MG,366.0,Sim,Não,Sim,Sim,Sim,Não,Sim,Não,Não,Sim
78414,MG,395.0,Sim,Sim,Não,Não,Não,Não,Sim,Sim,Não,Não
78415,MG,125.0,Sim,Não,Sim,Sim,Não,Não,Sim,Não,Não,Sim
78417,MG,1000.0,Sim,Sim,Sim,Não,Não,Não,Sim,Sim,Não,Não
78421,MG,1666.0,Sim,Não,Sim,Sim,Não,Não,Sim,Não,Não,Sim
78422,MG,1833.0,Sim,Não,Sim,Sim,Não,Não,Sim,Não,Não,Sim
78428,MG,1000.0,Sim,Não,Sim,Sim,Sim,Não,Sim,Não,Não,Sim
78435,MG,725.0,Sim,Não,Sim,Sim,Não,Não,Sim,Não,Não,Sim
78442,MG,1000.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Não,Sim
78448,MG,2222.0,Sim,Sim,Não,Não,Não,Não,Sim,Sim,Não,Não
78451,MG,1225.0,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim
78453,MG,400.0,Sim,Sim,Não,Não,Não,Não,Sim,Sim,Não,Não
78455,MG,1925.0,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim
78459,MG,7500.0,Sim,Não,Sim,Sim,Não,Não,Sim,Não,Não,Sim
78461,MG,3816.0,Sim,Não,Sim,Sim,Não,Não,Sim,Não,Não,Sim
78470,MG,750.0,Sim,Não,Sim,Sim,Não,Não,Sim,Não,Não,Sim
78473,MG,925.0,Sim,Não,Sim,Sim,Não,Não,Sim,Não,Não,Sim
78474,MG,206.0,Sim,Sim,Não,Não,Não,Não,Sim,Sim,Não,Não
78482,MG,750.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Não,Sim
78484,MG,691.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Não,Não
78501,MG,817.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Não,Sim
78506,MG,724.0,Sim,Sim,Sim,Sim,Sim,Não,Sim,Sim,Não,Sim
78507,MG,2395.0,Sim,Sim,Sim,Não,Não,Não,Sim,Sim,Não,Não
78511,MG,389.0,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim
78513,MG,1041.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Não,Sim
78515,MG,622.0,Sim,Sim,Não,Não,Não,Não,Sim,Sim,Não,Não
78516,MG,1541.0,Sim,Não,Sim,Sim,Sim,Não,Sim,Não,Não,Sim
78517,MG,1524.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Não,Sim
78519,MG,2419.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Não,Sim
78522,MG,100.0,Sim,Não,Sim,Sim,Não,Não,Sim,Não,Não,Sim
78527,MG,1414.0,Sim,Sim,Não,Não,Sim,Não,Sim,Sim,Não,Não
78529,MG,479.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Não,Sim
78530,MG,1150.0,Sim,Não,Sim,Sim,Não,Não,Sim,Não,Não,Sim
78535,MG,1052.0,Sim,Não,Sim,Sim,Sim,Não,Sim,Não,Não,Sim
78543,MG,278.0,Sim,Sim,Não,Não,Sim,Sim,Sim,Sim,Não,Sim
78545,MG,711.0,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não
78550,MG,1378.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Não,Sim
78552,MG,2900.0,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim
78559,MG,2150.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Não,Sim
78562,MG,840.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Não,Não
78577,MG,575.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Não,Não
78581,MG,449.0,Sim,Sim,Sim,Não,Não,Não,Sim,Sim,Não,Não
78582,MG,46.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Sim,Não
78592,MG,675.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Não,Não
78599,MG,2250.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Não,Sim
78613,MG,750.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Não,Sim
78617,MG,825.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Não,Não
78620,MG,533.0,Sim,Sim,Não,Não,Não,Não,Sim,Sim,Não,Não
78621,MG,741.0,Sim,Sim,Não,Não,Sim,Não,Sim,Sim,Não,Não
78622,MG,241.0,Sim,Não,Sim,Sim,Não,Não,Sim,Não,Não,Sim
78629,MG,700.0,Sim,Sim,Sim,Não,Não,Não,Sim,Sim,Não,Não
78630,MG,749.0,Sim,Sim,Não,Não,Não,Não,Sim,Sim,Não,Não
78631,MG,275.0,Sim,Sim,Não,Não,Não,Não,Sim,Sim,Não,Não
78638,MG,331.0,Sim,Sim,Não,Não,Não,Não,Sim,Sim,Não,Não
78653,MG,533.0,Sim,Não,Sim,Sim,Não,Não,Sim,Não,Não,Sim
78656,MG,425.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Não,Sim
78658,MG,849.0,Sim,Não,Sim,Sim,Sim,Não,Sim,Não,Não,Sim
78662,MG,14778.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Não,Sim
78679,MG,1251.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Não,Sim
78691,MG,1250.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Não,Sim
78696,MG,482.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Não,Sim
78697,MG,322.0,Sim,Não,Sim,Sim,Não,Não,Sim,Não,Não,Sim
78706,MG,1000.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Não,Sim
78710,MG,1400.0,Sim,Não,Sim,Sim,Não,Não,Sim,Não,Não,Sim
78713,MG,1166.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Não,Sim
78714,MG,1281.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Não,Sim
78716,MG,400.0,Sim,Sim,Não,Não,Não,Não,Sim,Sim,Não,Não
78717,MG,1550.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Não,Sim
78718,MG,680.0,Sim,Sim,Não,Não,Sim,Sim,Sim,Não,Não,Sim
78721,MG,375.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Não,Sim
78727,MG,602.0,Sim,Não,Sim,Sim,Não,Não,Sim,Não,Não,Sim
78732,MG,2000.0,Sim,Não,Sim,Sim,Não,Não,Sim,Não,Não,Sim
78734,MG,1068.0,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim
78735,MG,508.0,Sim,Sim,Sim,Não,Não,Não,Sim,Sim,Não,Não
78736,MG,508.0,Sim,Não,Sim,Sim,Não,Não,Sim,Sim,Não,Não
78737,MG,1500.0,Sim,Não,Sim,Sim,Não,Não,Sim,Não,Não,Sim
78745,MG,937.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Não,Sim
78748,MG,1562.0,Sim,Não,Sim,Sim,Não,Não,Sim,Não,Não,Sim
78753,MG,1850.0,Sim,Não,Sim,Sim,Não,Não,Sim,Não,Não,Sim
78755,MG,1166.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Não,Sim
78763,MG,1571.0,Sim,Não,Sim,Sim,Não,Não,Sim,Não,Não,Sim
78764,MG,450.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Não,Sim
78770,MG,1412.0,Sim,Sim,Não,Não,Sim,Sim,Sim,Não,Sim,Sim
78771,MG,841.0,Sim,Sim,Não,Não,Sim,Sim,Sim,Não,Não,Sim
78772,MG,947.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Sim,Sim
78773,MG,510.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Sim,Sim
78775,MG,1400.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Não,Sim
78779,MG,744.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Sim,Sim
78785,MG,590.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Sim,Sim
78788,MG,1987.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Não,Sim
78791,MG,1390.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Não,Sim
78792,MG,608.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Não,Sim
78793,MG,531.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Não,Sim
78799,MG,912.0,Sim,Sim,Sim,Sim,Sim,Não,Sim,Não,Não,Sim
78800,MG,1681.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Não,Sim
78801,MG,1180.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Não,Sim
78814,MG,980.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Não,Sim
78817,MG,981.0,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim
78838,ES,1666.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Não,Sim
78840,ES,1700.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Não,Sim
78843,ES,1000.0,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Não,Sim
